"","FIPS","State","County","2010_Census_Population","Population_Estimate_2011","Population_Estimate_2012","Population_Estimate_2013","Population_Estimate_2014","Population_Estimate_2015","Population_Estimate_2016","Population_Estimate_2017","Population_Estimate_2018"
"859",19139," IA","Muscatine County",42745,42786,42863,42960,42982,43020,42925,42892,42929
"860",19141," IA","O'Brien County",14398,14218,14155,14046,14043,13926,13933,13812,13840
"861",19143," IA","Osceola County",6462,6316,6204,6236,6231,6163,6100,6039,6040
"862",19145," IA","Page County",15932,15896,15701,15516,15483,15471,15349,15263,15249
"863",19147," IA","Palo Alto County",9421,9355,9279,9166,9121,9137,9028,9059,8929
"864",19149," IA","Plymouth County",24986,24816,24830,24932,24912,24903,25192,25091,25095
"865",19151," IA","Pocahontas County",7310,7203,7142,7112,7097,6964,6849,6840,6740
"866",19153," IA","Polk County",430640,438721,444676,452687,460977,467526,474579,481086,487204
"867",19155," IA","Pottawattamie County",93158,93494,92919,92864,93274,93608,93592,93510,93533
"868",19157," IA","Poweshiek County",18914,18894,18726,18605,18606,18614,18543,18563,18699
"869",19159," IA","Ringgold County",5131,5048,5027,4971,4961,4976,4985,5029,4968
"870",19161," IA","Sac County",10350,10221,10160,10030,10046,9965,9812,9796,9719
"871",19163," IA","Scott County",165224,166614,168341,170206,171317,171927,172223,172692,173283
"872",19165," IA","Shelby County",12167,11990,12023,11898,11878,11786,11653,11577,11578
"873",19167," IA","Sioux County",33704,34014,34281,34509,34641,34769,34965,34841,34909
"874",19169," IA","Story County",89542,91125,91999,93871,95797,96605,96845,97260,98105
"875",19171," IA","Tama County",17767,17612,17500,17431,17311,17217,17191,17055,16904
"876",19173," IA","Taylor County",6317,6303,6259,6230,6172,6256,6239,6148,6191
"877",19175," IA","Union County",12534,12553,12584,12614,12624,12434,12368,12481,12359
"878",19177," IA","Van Buren County",7570,7513,7448,7435,7391,7297,7241,7164,7020
"879",19179," IA","Wapello County",35625,35481,35429,35509,35430,35505,35330,35107,35205
"880",19181," IA","Warren County",46225,46639,46892,47355,47828,48465,49353,50102,51056
"881",19183," IA","Washington County",21704,21822,21905,21945,22032,22147,22137,22257,22141
"882",19185," IA","Wayne County",6403,6337,6329,6385,6376,6358,6444,6486,6401
"883",19187," IA","Webster County",38013,37746,37325,37333,37070,37048,36746,36643,36277
"884",19189," IA","Winnebago County",10866,10694,10601,10429,10554,10597,10597,10588,10518
"885",19191," IA","Winneshiek County",21056,21048,21039,20839,20694,20736,20413,20131,20029
"886",19193," IA","Woodbury County",102172,102707,102318,102288,102309,102491,102600,102052,102539
"887",19195," IA","Worth County",7598,7560,7496,7489,7557,7502,7470,7461,7453
"888",19197," IA","Wright County",13229,13033,13019,12982,12905,12843,12835,12749,12690
"889",20001," KS","Allen County",13371,13348,13305,13067,12890,12662,12634,12518,12444
"890",20003," KS","Anderson County",8102,8059,7918,7853,7881,7817,7815,7860,7878
"891",20005," KS","Atchison County",16924,16754,16775,16690,16524,16419,16376,16301,16193
"892",20007," KS","Barber County",4861,4922,4868,4910,4882,4824,4673,4583,4472
"893",20009," KS","Barton County",27674,27694,27526,27453,27345,27173,26896,26432,26111
"894",20011," KS","Bourbon County",15173,14944,14878,14836,14798,14742,14642,14676,14653
"895",20013," KS","Brown County",9984,9971,9864,9910,9781,9698,9633,9612,9598
"896",20015," KS","Butler County",65880,65836,65673,65676,65867,66245,66628,66836,66765
"897",20017," KS","Chase County",2790,2768,2742,2689,2653,2655,2631,2658,2629
"898",20019," KS","Chautauqua County",3669,3608,3558,3528,3455,3386,3359,3328,3309
"899",20021," KS","Cherokee County",21603,21357,21191,20898,20766,20527,20232,20114,20015
"900",20023," KS","Cheyenne County",2726,2693,2667,2671,2686,2677,2674,2690,2660
"901",20025," KS","Clark County",2215,2120,2165,2178,2114,2081,2064,1999,2005
"902",20027," KS","Clay County",8535,8530,8506,8389,8302,8294,8101,8016,7997
"903",20029," KS","Cloud County",9533,9420,9417,9356,9332,9200,9095,8944,8729
"904",20031," KS","Coffey County",8601,8486,8468,8378,8395,8290,8333,8228,8233
"905",20033," KS","Comanche County",1891,1882,1912,1926,1950,1827,1840,1767,1748
"906",20035," KS","Cowley County",36311,36242,36263,36164,35889,35773,35717,35356,35218
"907",20037," KS","Crawford County",39134,39197,39321,39246,39263,39151,39078,39031,39019
"908",20039," KS","Decatur County",2961,2926,2883,2908,2897,2926,2832,2878,2871
"909",20041," KS","Dickinson County",19754,19681,19703,19430,19303,19204,18955,18842,18717
"910",20043," KS","Doniphan County",7945,7959,7890,7876,7839,7784,7712,7665,7682
"911",20045," KS","Douglas County",110826,112462,113309,114711,116448,118222,119858,120629,121436
"912",20047," KS","Edwards County",3037,3019,2965,2967,3025,2956,2901,2893,2849
"913",20049," KS","Elk County",2882,2786,2661,2633,2695,2573,2510,2522,2508
"914",20051," KS","Ellis County",28452,28762,29086,29030,28963,29002,28948,28769,28710
"915",20053," KS","Ellsworth County",6497,6463,6464,6368,6349,6307,6304,6307,6196
"916",20055," KS","Finney County",36776,37119,37126,37097,37148,37208,36963,36853,36611
"917",20057," KS","Ford County",33848,34381,34679,34900,34958,34693,34594,34288,33888
"918",20059," KS","Franklin County",25992,25850,25821,25730,25528,25469,25530,25657,25631
"919",20061," KS","Geary County",34362,35290,37902,36802,36451,36660,35136,33633,32594
"920",20063," KS","Gove County",2695,2725,2760,2794,2748,2698,2623,2630,2612
"921",20065," KS","Graham County",2597,2635,2581,2588,2557,2597,2573,2505,2492
"922",20067," KS","Grant County",7829,7898,7839,7853,7799,7737,7689,7518,7336
"923",20069," KS","Gray County",6006,6086,5963,5980,6061,6077,6020,5996,6033
"924",20071," KS","Greeley County",1247,1254,1267,1282,1301,1301,1277,1233,1227
"925",20073," KS","Greenwood County",6689,6610,6426,6358,6288,6233,6109,6094,6055
"926",20075," KS","Hamilton County",2690,2636,2651,2620,2659,2565,2629,2620,2607
"927",20077," KS","Harper County",6034,5935,5859,5839,5827,5781,5669,5583,5506
"928",20079," KS","Harvey County",34684,34686,34756,34720,34603,34811,34736,34413,34210
"929",20081," KS","Haskell County",4256,4233,4214,4124,4099,4088,4022,4031,3997
"930",20083," KS","Hodgeman County",1916,1957,1927,1924,1883,1860,1834,1849,1818
"931",20085," KS","Jackson County",13462,13424,13401,13310,13437,13284,13269,13321,13280
"932",20087," KS","Jefferson County",19126,18958,18878,18790,18822,18813,18842,18990,18975
"933",20089," KS","Jewell County",3077,3090,3054,3060,3043,2962,2880,2855,2841
"934",20091," KS","Johnson County",544179,552872,559451,566411,573043,579708,585921,591284,597555
"935",20093," KS","Kearny County",3977,3958,3972,3912,3939,3936,3902,3940,3943
"936",20095," KS","Kingman County",7858,7890,7825,7801,7683,7634,7412,7313,7310
"937",20097," KS","Kiowa County",2553,2558,2512,2534,2532,2572,2510,2501,2516
"938",20099," KS","Labette County",21607,21374,21163,20872,20774,20630,20313,20152,19964
"939",20101," KS","Lane County",1750,1743,1683,1698,1666,1630,1593,1546,1560
"940",20103," KS","Leavenworth County",76227,77052,77635,78069,78537,79099,80190,81032,81352
"941",20105," KS","Lincoln County",3241,3233,3179,3160,3183,3144,3082,3051,3023
"942",20107," KS","Linn County",9656,9612,9485,9544,9537,9582,9608,9696,9750
"943",20109," KS","Logan County",2756,2766,2793,2775,2768,2786,2818,2834,2844
"944",20111," KS","Lyon County",33690,33650,33557,33489,33154,33165,33425,33344,33406
"945",20113," KS","McPherson County",29180,29149,29217,29412,28893,28634,28411,28673,28537
"946",20115," KS","Marion County",12660,12544,12374,12203,12185,12047,12008,11972,11950
"947",20117," KS","Marshall County",10117,9981,10024,9972,9943,9842,9783,9698,9722
"948",20119," KS","Meade County",4575,4519,4378,4287,4358,4303,4238,4260,4146
"949",20121," KS","Miami County",32787,32735,32667,32834,32868,32756,32916,33413,33680
"950",20123," KS","Mitchell County",6373,6284,6301,6308,6246,6300,6224,6191,6150
"951",20125," KS","Montgomery County",35471,34781,34475,34449,34095,33426,32820,32388,32120
"952",20127," KS","Morris County",5923,5864,5848,5719,5664,5628,5552,5466,5521
"953",20129," KS","Morton County",3233,3175,3127,3116,3040,2952,2787,2744,2667
"954",20131," KS","Nemaha County",10178,10089,10069,10094,10087,10093,10088,10098,10155
"955",20133," KS","Neosho County",16512,16445,16418,16382,16323,16261,16062,16028,15951
"956",20135," KS","Ness County",3107,3117,3077,3087,3089,3015,2953,2878,2840
"957",20137," KS","Norton County",5671,5655,5586,5614,5534,5538,5494,5436,5430
"958",20139," KS","Osage County",16295,16341,16175,16079,15969,15863,15807,15830,15941
"959",20141," KS","Osborne County",3858,3832,3809,3800,3752,3642,3592,3556,3475
"960",20143," KS","Ottawa County",6091,6063,6028,6043,6029,5937,5908,5834,5802
"961",20145," KS","Pawnee County",6973,6977,6862,6863,6822,6768,6717,6670,6562
"962",20147," KS","Phillips County",5642,5542,5523,5562,5496,5421,5404,5400,5317
"963",20149," KS","Pottawatomie County",21604,22024,22328,22573,22738,23126,23612,23972,24277
"964",20151," KS","Pratt County",9656,9642,9758,9776,9767,9696,9554,9513,9378
"965",20153," KS","Rawlins County",2519,2508,2509,2562,2543,2508,2500,2485,2508
"966",20155," KS","Reno County",64511,64420,64199,64072,63699,63591,63184,62688,62342
"967",20157," KS","Republic County",4980,4891,4825,4767,4741,4688,4660,4675,4664
"968",20159," KS","Rice County",10083,10095,9987,9976,9968,9925,9788,9598,9531
"969",20161," KS","Riley County",71115,73419,77499,76936,76485,77149,75163,73982,73703
"970",20163," KS","Rooks County",5181,5199,5220,5194,5204,5182,5123,5067,5013
"971",20165," KS","Rush County",3307,3211,3209,3178,3162,3100,3055,3065,3093
"972",20167," KS","Russell County",6970,6984,6987,6974,7004,7040,7004,6929,6907
"973",20169," KS","Saline County",55606,55778,55836,55762,55524,55453,54977,54529,54401
"974",20171," KS","Scott County",4936,4892,4856,4909,4969,4952,4983,4943,4897
"975",20173," KS","Sedgwick County",498365,500984,504135,506518,509072,511164,513188,513289,513607
"976",20175," KS","Seward County",22952,23140,23368,23335,23335,23270,22878,22199,21780
"977",20177," KS","Shawnee County",177934,178928,178965,178657,178586,178736,178426,178173,177499
"978",20179," KS","Sheridan County",2556,2501,2491,2500,2502,2476,2487,2531,2533
"979",20181," KS","Sherman County",6010,6053,6120,6090,6067,5963,5954,5948,5899
"980",20183," KS","Smith County",3853,3791,3753,3699,3729,3689,3656,3636,3603
"981",20185," KS","Stafford County",4437,4380,4349,4340,4282,4216,4186,4207,4178
"982",20187," KS","Stanton County",2235,2211,2153,2176,2139,2069,2089,2029,1987
"983",20189," KS","Stevens County",5724,5630,5739,5810,5842,5795,5661,5573,5559
"984",20191," KS","Sumner County",24132,23783,23630,23533,23379,23403,23165,23098,22996
"985",20193," KS","Thomas County",7900,7939,7931,7933,7836,7896,7847,7830,7711
"986",20195," KS","Trego County",3001,2953,2941,2945,2895,2906,2849,2848,2793
"987",20197," KS","Wabaunsee County",7053,7037,6994,7025,6938,6884,6881,6839,6899
"988",20199," KS","Wallace County",1485,1525,1523,1560,1501,1505,1502,1526,1503
"989",20201," KS","Washington County",5799,5818,5726,5625,5610,5568,5563,5466,5420
"990",20203," KS","Wichita County",2234,2258,2226,2190,2185,2164,2130,2130,2105
"991",20205," KS","Wilson County",9409,9241,9123,9094,8973,8848,8700,8712,8665
"992",20207," KS","Woodson County",3309,3323,3275,3216,3188,3144,3190,3145,3183
"993",20209," KS","Wyandotte County",157505,158020,159411,160984,162320,163832,164934,165313,165324
"994",21001," KY","Adair County",18656,18991,18937,19126,19265,19168,19264,19294,19215
"995",21003," KY","Allen County",19956,20190,20250,20333,20510,20678,20738,20921,21122
"996",21005," KY","Anderson County",21421,21551,21686,21737,21853,21891,22146,22518,22663
"997",21007," KY","Ballard County",8249,8269,8287,8254,8189,8216,8045,8021,7979
"998",21009," KY","Barren County",42173,42329,42620,42952,43048,43566,43794,43815,44176
"999",21011," KY","Bath County",11591,11714,11781,11974,12131,12201,12245,12378,12383
"1000",21013," KY","Bell County",28691,28657,28296,28047,27847,27391,27231,26904,26569
"1001",21015," KY","Boone County",118811,121545,123074,124680,126330,127818,129185,130611,131533
"1002",21017," KY","Bourbon County",19985,20055,20061,20038,20074,20182,20147,20132,20184
"1003",21019," KY","Boyd County",49542,49419,49255,48917,48840,48506,48109,47759,47240
"1004",21021," KY","Boyle County",28432,28796,29021,29634,29810,29762,29933,29958,30100
"1005",21023," KY","Bracken County",8488,8511,8460,8421,8357,8288,8367,8277,8239
"1006",21025," KY","Breathitt County",13878,13792,13617,13533,13371,13369,13182,12931,12726
"1007",21027," KY","Breckinridge County",20059,20272,20080,20047,19887,19987,19988,20151,20388
"1008",21029," KY","Bullitt County",74319,75199,75921,76899,78052,78696,79231,80284,81069
"1009",21031," KY","Butler County",12690,12717,12740,12704,12736,12734,12683,12798,12772
"1010",21033," KY","Caldwell County",12984,13026,12993,12887,12852,12752,12637,12677,12715
"1011",21035," KY","Calloway County",37191,37668,38054,38435,38465,38658,38759,38865,39135
"1012",21037," KY","Campbell County",90336,91064,90907,91089,91637,91945,92055,92547,93152
"1013",21039," KY","Carlisle County",5104,5036,5029,4961,4963,4856,4787,4828,4771
"1014",21041," KY","Carroll County",10811,10996,10882,10850,10755,10700,10633,10728,10737
"1015",21043," KY","Carter County",27720,27630,27645,27605,27521,27443,27290,27193,27004
"1016",21045," KY","Casey County",15955,15911,16028,16014,15783,15746,15768,15794,15888
"1017",21047," KY","Christian County",73955,73473,74945,73690,73379,73155,71860,71252,71671
"1018",21049," KY","Clark County",35613,35437,35695,35562,35631,35675,35863,35940,36249
"1019",21051," KY","Clay County",21730,21594,21527,21198,21094,20990,20643,20273,20105
"1020",21053," KY","Clinton County",10272,10159,10272,10183,10213,10189,10208,10239,10206
"1021",21055," KY","Crittenden County",9315,9249,9223,9179,9176,9169,9133,9021,8915
"1022",21057," KY","Cumberland County",6856,6870,6859,6796,6727,6743,6738,6696,6659
"1023",21059," KY","Daviess County",96656,97179,97884,98338,98485,99509,100043,100546,101104
"1024",21061," KY","Edmonson County",12161,12230,12095,12062,12010,11995,12081,12248,12274
"1025",21063," KY","Elliott County",7852,7781,7632,7551,7533,7548,7490,7508,7508
"1026",21065," KY","Estill County",14672,14655,14506,14486,14445,14377,14318,14227,14198
"1027",21067," KY","Fayette County",295803,301736,306075,310010,311955,316002,319738,322193,323780
"1028",21069," KY","Fleming County",14348,14486,14532,14540,14478,14578,14479,14428,14432
"1029",21071," KY","Floyd County",39451,39755,39147,38486,38010,37535,36979,36261,35845
"1030",21073," KY","Franklin County",49285,49323,49475,49497,49750,50096,50313,50504,50815
"1031",21075," KY","Fulton County",6813,6745,6563,6389,6267,6269,6190,6204,6120
"1032",21077," KY","Gallatin County",8589,8616,8544,8569,8626,8601,8711,8745,8832
"1033",21079," KY","Garrard County",16912,16870,17012,17000,16981,17213,17387,17497,17560
"1034",21081," KY","Grant County",24662,24757,24507,24553,24814,24727,24915,25000,25121
"1035",21083," KY","Graves County",37121,37598,37561,37400,37575,37230,37175,37173,37317
"1036",21085," KY","Grayson County",25746,25755,25800,25958,26075,26143,26088,26264,26321
"1037",21087," KY","Green County",11258,11207,11297,11174,11038,10973,10990,11064,11049
"1038",21089," KY","Greenup County",36910,36816,36660,36460,36280,35983,35804,35491,35268
"1039",21091," KY","Hancock County",8565,8590,8643,8630,8685,8644,8728,8778,8758
"1040",21093," KY","Hardin County",105543,107508,108245,109013,108531,106323,107041,108226,110356
"1041",21095," KY","Harlan County",29278,29121,28673,28487,28018,27511,27005,26725,26409
"1042",21097," KY","Harrison County",18846,18683,18619,18569,18630,18637,18565,18730,18778
"1043",21099," KY","Hart County",18199,18287,18403,18465,18511,18418,18537,18762,18906
"1044",21101," KY","Henderson County",46250,46340,46441,46369,46407,46399,46301,45989,45591
"1045",21103," KY","Henry County",15416,15377,15343,15439,15556,15572,15844,15994,16106
"1046",21105," KY","Hickman County",4902,4781,4735,4707,4678,4610,4606,4523,4421
"1047",21107," KY","Hopkins County",46920,46846,46621,46442,46177,46077,45628,45369,45068
"1048",21109," KY","Jackson County",13494,13384,13308,13393,13309,13327,13365,13420,13442
"1049",21111," KY","Jefferson County",741096,746412,751865,759426,761973,765192,767711,770377,770517
"1050",21113," KY","Jessamine County",48586,48903,49492,50145,50894,51815,52198,53281,53920
"1051",21115," KY","Johnson County",23356,23419,23410,23465,23259,23136,22862,22571,22386
"1052",21117," KY","Kenton County",159720,160300,161274,162705,163210,164092,164676,165410,166051
"1053",21119," KY","Knott County",16346,16317,16137,16101,15955,15692,15505,15285,15126
"1054",21121," KY","Knox County",31883,31882,31506,31653,31558,31485,31506,31484,31304
"1055",21123," KY","Larue County",14193,14187,14060,14031,14117,14121,14024,14211,14307
"1056",21125," KY","Laurel County",58849,59358,59547,59716,59911,59930,60089,60299,60669
"1057",21127," KY","Lawrence County",15860,15943,15898,15910,15892,15873,15842,15735,15571
"1058",21129," KY","Lee County",7887,7708,7581,6879,6796,6742,6593,6590,7033
"1059",21131," KY","Leslie County",11310,11237,11141,10986,10832,10646,10430,10309,10143
"1060",21133," KY","Letcher County",24519,24375,24014,23544,23359,23044,22751,22328,21899
"1061",21135," KY","Lewis County",13870,13804,13773,13686,13763,13600,13474,13358,13257
"1062",21137," KY","Lincoln County",24742,24719,24406,24440,24429,24343,24376,24498,24644
"1063",21139," KY","Livingston County",9519,9503,9438,9332,9327,9286,9194,9264,9242
"1064",21141," KY","Logan County",26835,26846,26726,26985,26823,26751,26670,27014,26989
